0;37
0;41
0;74
0;50
0;51
0;56
0;60
0;29
1;35
1;51
1;28
1;6
2;56
2;60
2;20
2;6
3;56
3;18
5;6
5;24
5;51
5;56
5;25
5;60
6;24
7;35
7;49
7;9
7;24
7;50
7;51
7;55
7;56
7;60
7;62
8;33
8;39
8;40
8;9
8;49
8;18
8;51
8;25
9;49
9;60
9;37
10;56
10;51
10;29
10;31
11;43
11;29
12;25
13;3
13;69
13;6
13;51
13;56
13;25
13;60
14;6
14;28
14;48
14;24
14;50
14;21
14;56
14;57
14;60
14;31
15;19
15;65
15;35
15;6
15;11
15;12
15;16
15;24
15;51
15;52
15;55
15;56
15;59
15;60
15;29
15;62
15;63
16;64
16;0
16;35
16;37
16;28
16;12
16;18
16;49
16;50
16;51
16;53
16;24
16;56
16;25
16;60
16;29
17;60
17;30
18;6
18;60
18;51
18;20
18;56
18;28
18;29
18;31
20;56
20;51
21;33
21;60
21;29
21;55
22;5
22;6
22;50
22;16
22;18
22;51
22;55
22;56
22;60
22;62
23;35
23;29
23;30
24;33
24;18
24;29
24;39
25;6
25;46
26;60
27;33
27;66
27;67
27;68
27;6
27;8
27;16
27;50
27;51
27;56
27;25
27;60
27;29
28;36
28;6
29;66
30;24
30;7
31;16
31;18
31;71
32;33
32;66
32;6
32;72
32;51
32;56
32;28
33;49
33;34
33;55
34;2
34;35
34;6
34;28
34;50
34;45
34;24
34;18
34;51
34;53
34;55
34;56
34;57
34;58
34;31
34;60
34;29
34;63
36;25
36;6
37;56
37;24
38;32
38;19
38;11
38;6
38;55
38;49
38;51
38;23
38;56
38;60
38;62
39;6
40;33
40;35
40;5
40;8
40;18
40;51
40;56
40;60
41;6
41;56
41;50
41;51
41;54
41;24
41;25
41;27
41;60
41;62
42;6
42;9
42;18
42;55
42;56
42;25
42;29
44;65
44;70
44;73
44;49
44;51
44;22
44;56
44;29
45;60
46;25
46;55
47;0
47;18
47;69
47;6
47;41
47;42
47;45
47;50
47;51
47;56
47;60
47;61
47;31
48;25
48;50
48;31
48;1
48;33
49;35
49;28
49;15
49;50
49;60
49;29
49;31
50;56
50;26
51;25
51;50
51;60
51;30
53;68
53;29
54;6
55;60
55;47
58;66
58;35
58;52
59;38
59;6
59;51
59;55
59;56
59;25
59;60
59;29
59;62
60;48
60;56
60;50
60;51
60;57
61;4
61;6
61;13
61;50
61;51
61;52
61;55
61;56
62;73
62;51
62;14
63;50
65;56
65;50
65;51
65;60
65;6
67;56
67;35
67;51
67;45
67;41
68;16
69;56
69;25
69;16
70;56
70;60
71;35
71;9
71;75
71;46
71;24
71;51
71;56
71;60
71;31
72;35
72;68
72;6
72;10
72;18
72;16
72;49
72;50
72;51
72;55
72;56
72;60
73;44
73;50
73;67
73;60
73;35
74;16
74;18
74;51
74;60
74;62
75;6
75;17
75;54
75;56
75;25
75;60
