0;40
0;7
0;47
1;35
1;4
1;7
1;40
1;22
1;23
2;48
2;3
3;49
3;35
3;37
3;31
5;25
5;27
5;39
6;40
7;40
7;52
8;2
8;7
8;40
8;49
8;27
8;28
9;32
9;24
9;7
10;6
11;25
11;17
11;54
11;7
12;1
12;41
12;7
13;15
13;7
14;32
15;42
15;7
17;4
17;5
18;40
19;24
19;40
19;27
19;43
19;7
20;31
20;53
20;7
21;2
21;7
21;40
21;13
21;14
21;46
21;27
22;11
22;25
22;19
22;14
22;39
23;5
23;17
23;10
23;7
23;49
23;20
24;40
24;49
25;40
25;51
25;53
25;7
26;17
26;45
26;35
26;49
26;7
27;2
27;55
27;14
27;7
28;21
28;14
29;34
29;38
29;7
29;15
29;53
29;27
30;40
30;54
31;27
33;17
33;34
33;27
33;14
34;18
34;15
35;2
35;5
35;7
35;40
35;12
35;14
35;15
35;49
35;53
35;54
35;30
36;24
36;2
36;5
36;7
37;40
37;49
37;14
38;2
38;5
38;7
38;40
38;39
38;45
38;14
38;47
38;50
38;23
38;27
40;27
40;44
40;7
41;33
41;5
41;7
41;40
41;47
41;16
41;49
41;54
41;25
42;7
43;40
43;27
43;7
44;32
44;34
44;35
44;2
44;49
44;30
45;7
46;34
46;36
46;26
46;14
46;7
48;32
48;6
48;7
48;40
48;55
48;27
49;11
49;7
50;8
50;9
50;25
50;15
52;40
52;49
52;51
52;5
52;7
53;40
54;1
54;27
55;0
55;52
