0;59
1;145
2;195
2;271
5;232
5;105
5;271
5;4
5;57
6;0
6;354
6;327
6;46
6;15
6;62
6;63
7;301
8;83
8;101
8;142
8;63
9;85
9;319
11;112
11;232
11;77
11;201
12;195
12;101
12;135
12;46
12;304
12;82
12;283
12;29
14;38
15;75
15;294
16;3
16;97
16;354
16;99
16;294
16;134
16;7
16;333
16;301
16;211
16;248
16;89
17;224
17;319
19;105
19;83
19;253
19;302
19;271
20;256
20;4
20;262
20;271
20;150
20;279
20;34
20;292
20;296
20;301
20;302
20;305
20;185
20;62
20;192
20;195
20;69
20;330
20;290
20;89
20;347
20;354
20;99
20;101
20;232
20;105
20;106
20;248
21;354
21;46
21;101
21;110
22;145
22;59
23;105
24;36
25;106
25;354
25;101
26;303
27;277
27;101
27;302
27;31
28;34
28;99
28;330
28;12
28;333
28;47
28;303
28;188
28;298
28;63
29;232
29;262
29;166
30;240
30;333
30;62
31;222
32;232
32;195
32;340
34;259
34;101
34;62
35;347
35;63
36;101
36;7
36;72
36;174
36;47
36;232
39;168
39;34
39;67
39;18
39;46
40;144
40;105
40;122
40;110
41;208
41;91
41;355
42;299
42;47
42;89
42;154
42;347
42;63
43;258
43;99
43;140
43;262
43;15
44;194
44;99
44;264
44;74
44;12
44;145
44;136
45;96
45;34
45;99
45;101
45;105
45;95
45;171
45;354
45;47
45;143
45;112
45;242
45;111
45;245
45;345
45;248
45;89
45;91
45;62
45;63
46;340
47;46
47;87
49;34
49;4
49;101
49;42
49;47
49;112
50;209
53;161
53;195
53;356
53;69
53;232
53;105
53;247
53;240
53;324
53;111
53;164
53;178
53;245
53;361
53;89
53;347
53;124
53;29
53;62
53;101
54;302
54;245
54;46
56;101
57;354
57;99
57;4
57;205
57;116
57;222
57;29
57;62
58;153
58;101
59;245
61;99
61;214
62;46
63;34
63;191
64;314
64;99
64;79
65;240
65;316
65;180
65;101
65;87
66;101
66;77
66;21
66;223
66;62
66;357
67;225
68;34
68;195
68;18
68;94
69;225
69;330
69;63
69;47
70;353
70;34
70;163
70;101
70;361
70;364
70;302
70;175
70;46
70;89
70;60
70;69
70;63
71;316
73;301
73;354
73;195
73;101
73;135
73;361
73;74
73;34
73;46
73;271
73;99
73;20
73;21
73;24
73;58
73;59
73;62
74;34
74;99
74;101
74;232
74;361
74;106
74;290
74;354
74;143
74;112
74;168
74;83
74;121
74;26
74;315
74;190
74;63
76;99
76;49
76;232
76;296
76;20
76;249
76;29
77;24
77;311
77;99
77;301
77;63
78;354
78;101
78;262
78;106
78;271
78;62
79;147
80;354
80;250
80;223
81;225
81;83
82;129
82;358
82;206
82;80
82;273
82;344
82;62
85;154
85;106
85;101
86;0
86;223
87;34
87;99
87;164
87;69
87;105
87;301
87;310
87;183
87;120
87;347
87;92
87;29
87;222
87;101
88;341
89;232
89;56
89;245
89;262
90;4
90;7
90;264
90;17
90;316
90;303
90;285
90;31
90;34
90;283
90;36
90;167
90;173
90;46
90;47
90;48
90;54
90;313
90;188
90;62
90;63
90;321
90;195
90;329
90;330
90;75
90;79
90;83
90;88
90;89
90;352
90;353
90;354
90;99
90;356
90;101
90;273
90;232
90;105
90;237
90;238
90;240
90;118
90;361
90;120
90;121
91;99
91;353
91;83
91;63
91;207
92;195
92;333
92;327
94;7
94;195
94;199
95;34
95;292
95;232
95;105
95;303
95;336
95;247
95;58
95;29
97;136
97;121
97;354
97;123
97;191
99;1
99;12
99;269
99;271
99;47
99;287
99;294
99;173
99;46
99;175
99;59
99;62
99;63
99;195
99;201
99;98
99;79
99;225
99;354
99;101
99;232
99;105
99;109
99;117
99;120
101;176
101;105
101;106
101;354
101;185
102;121
102;298
102;356
102;34
103;192
103;354
103;232
103;106
103;75
103;301
103;333
103;240
103;344
103;89
103;93
104;354
104;4
104;7
104;105
104;120
104;63
104;191
105;34
105;323
105;172
105;98
105;46
105;269
105;243
105;349
105;63
106;122
107;4
107;307
107;340
107;101
107;7
108;149
109;320
109;43
111;99
111;356
111;261
111;301
111;302
111;86
111;152
111;60
111;101
112;337
112;101
112;318
113;101
114;232
114;147
114;302
114;318
114;335
116;34
116;68
116;101
116;222
117;34
117;101
117;330
117;354
117;46
117;79
117;338
117;269
117;27
117;62
117;63
118;267
118;101
119;12
119;354
119;191
119;44
119;63
120;257
120;306
120;195
121;354
121;99
121;4
121;232
121;60
121;253
124;69
125;321
125;34
125;91
125;101
125;70
125;63
125;105
125;46
125;47
125;18
125;276
125;89
125;56
125;121
125;155
125;316
125;93
125;62
125;191
126;34
126;69
126;301
126;88
126;63
126;191
127;59
128;129
128;99
128;101
128;333
128;7
129;145
129;18
129;27
129;101
130;178
131;24
131;195
131;101
132;354
132;196
132;357
132;360
132;204
132;234
132;75
132;172
132;34
132;46
132;333
132;76
132;301
132;245
132;62
132;31
133;354
133;264
133;46
133;47
133;271
133;218
133;347
133;316
133;62
135;301
135;62
136;1
136;4
136;290
136;271
136;67
136;132
136;26
136;303
136;34
136;168
136;46
136;47
136;50
136;316
136;62
136;63
136;195
136;69
136;333
136;89
136;347
136;354
136;99
136;101
136;231
136;232
136;106
136;296
136;245
136;122
136;123
137;32
137;354
137;232
137;143
137;312
137;347
137;62
137;191
138;272
138;245
138;47
140;32
140;165
140;34
140;195
140;101
