1;0
1;216
2;0
2;1
3;0
3;1
3;2
3;9
3;44
3;50
3;29
4;0
4;1
4;5
5;37
6;0
6;1
6;4
6;5
6;70
6;10
6;138
7;83
7;5
8;0
8;12
11;97
11;5
12;53
12;23
13;0
13;10
14;10
15;0
15;1
15;4
15;5
15;24
16;0
16;1
16;2
16;3
16;9
16;187
17;154
17;12
17;31
18;0
18;120
18;10
18;13
18;5
19;0
19;1
19;5
19;10
19;13
19;18
20;12
21;64
21;17
21;12
22;0
22;10
22;13
22;14
23;25
23;129
26;10
26;14
27;0
27;1
27;4
27;5
27;79
28;0
28;1
28;2
28;3
28;9
30;25
30;23
30;41
30;9
31;102
32;0
32;10
32;12
32;13
32;17
32;21
33;32
33;0
33;4
33;5
33;6
33;1
33;10
33;12
33;13
33;17
33;21
33;124
34;20
34;12
35;17
35;12
35;31
36;32
36;0
36;10
36;12
36;13
36;17
36;21
36;94
38;0
38;10
38;13
38;14
38;22
38;29
39;0
39;1
39;2
39;3
39;69
39;9
39;212
39;28
40;0
40;1
40;2
40;3
40;9
40;29
42;0
42;1
42;2
42;3
42;5
42;40
42;9
42;11
42;29
42;63
43;0
43;1
43;2
43;3
43;9
43;10
43;13
43;113
43;28
45;37
46;0
46;1
46;27
46;4
46;5
47;32
47;0
47;10
47;12
47;13
47;17
47;21
48;31
48;17
48;35
48;12
48;177
49;8
49;0
49;12
51;0
51;1
51;2
51;3
51;4
51;5
51;40
51;9
51;29
52;32
52;0
52;38
52;10
52;12
52;13
52;142
52;47
52;17
52;14
52;22
52;29
52;21
54;0
54;1
54;2
54;3
54;9
54;10
54;43
54;13
54;28
55;0
55;18
55;10
55;5
55;13
56;17
56;12
56;31
57;5
57;41
57;11
57;9
57;23
57;25
57;123
57;30
58;41
59;8
59;49
59;50
59;12
59;0
60;0
60;1
60;2
60;3
60;71
60;9
60;44
60;50
60;29
61;66
61;35
61;12
61;48
61;17
61;31
61;159
62;72
62;25
62;111
65;0
65;1
65;2
65;3
65;135
65;9
65;10
65;43
65;13
65;185
65;28
67;32
67;0
67;38
67;10
67;12
67;13
67;14
67;47
67;17
67;52
67;21
67;22
67;29
68;0
68;1
68;4
68;5
72;96
72;218
72;166
73;0
73;70
73;38
73;10
73;13
73;14
73;22
73;29
74;82
74;12
74;53
74;23
75;0
75;10
75;22
75;13
75;14
76;64
76;17
76;12
76;21
77;0
77;1
77;2
77;3
77;4
77;5
77;40
77;9
77;51
77;29
78;32
78;0
78;36
78;10
78;12
78;13
78;17
78;21
78;125
78;31
80;9
80;26
80;10
80;14
81;0
81;65
81;2
81;3
81;1
81;9
81;10
81;43
81;13
81;28
83;192
83;121
84;41
84;58
84;29
85;0
85;66
85;8
85;12
85;49
85;50
85;59
86;0
86;1
86;2
86;3
86;9
86;10
86;14
86;80
86;26
86;28
87;0
87;1
87;2
87;3
87;64
87;9
87;44
87;12
87;76
87;17
87;50
87;21
87;29
88;41
88;82
88;84
88;58
88;29
89;0
89;8
89;12
89;49
89;50
89;59
90;31
91;25
91;9
91;41
91;30
91;23
92;41
92;82
92;84
92;88
92;58
92;29
93;0
93;1
93;4
93;5
93;79
93;50
93;27
95;164
95;12
95;17
95;53
95;56
95;31
96;106
97;183
98;94
99;0
99;1
99;2
99;3
99;65
99;9
99;10
99;43
99;13
99;81
99;25
99;28
100;83
100;5
100;7
101;97
102;155
103;0
103;10
103;75
103;13
103;14
103;114
103;22
104;69
104;63
105;96
105;72
105;41
105;82
105;84
105;88
105;58
105;29
107;72
107;96
107;112
108;35
108;10
108;12
108;14
108;17
108;26
108;31
109;0
109;1
109;2
109;3
109;9
109;16
110;20
110;12
111;117
115;162
115;35
115;5
115;7
115;12
115;48
115;17
115;83
115;184
115;31
116;25
116;9
116;41
116;30
116;23
118;41
118;58
118;140
118;25
118;119
119;150
121;126
