3;109
6;101
7;11
7;108
7;77
7;15
7;56
7;59
7;60
7;95
8;1
8;59
8;109
10;72
10;2
10;67
10;100
12;107
12;13
13;77
14;27
14;70
14;29
14;86
15;65
15;67
15;38
15;9
15;77
15;99
15;90
15;61
18;84
18;69
19;22
21;109
22;72
22;2
22;59
22;38
24;73
24;50
24;108
24;77
24;30
26;49
26;23
27;1
30;5
31;98
31;11
31;104
31;43
31;109
31;77
31;107
31;30
31;23
31;57
31;59
31;29
31;94
32;1
32;67
32;33
32;97
32;108
32;93
32;56
32;59
32;29
33;72
33;53
33;100
33;85
33;69
34;2
34;4
34;11
34;13
34;15
34;20
34;26
34;38
34;44
34;58
34;59
34;76
34;78
34;92
34;94
34;98
34;99
34;100
34;103
34;107
34;108
34;109
34;111
35;72
35;59
36;98
36;99
36;100
36;101
36;49
36;72
36;42
36;107
36;77
36;109
36;80
36;104
36;91
36;53
36;54
36;55
36;56
36;59
36;29
36;69
39;72
39;15
40;0
40;55
41;24
42;1
42;2
42;99
42;73
42;107
42;77
42;17
42;67
42;58
42;59
43;35
45;17
45;27
45;109
45;38
45;37
46;27
47;108
47;77
49;109
50;72
50;77
51;107
51;99
51;109
51;5
52;99
52;104
52;107
52;109
52;110
52;56
53;29
54;11
54;27
54;107
54;36
54;87
55;74
56;22
56;46
57;107
57;65
57;59
58;72
58;65
58;99
59;65
59;28
59;38
59;23
60;25
61;39
62;59
62;100
62;13
64;65
64;99
64;100
64;69
64;1
64;12
64;77
64;110
64;56
64;59
64;29
64;30
65;1
65;99
65;5
65;109
65;83
65;20
65;85
65;29
65;69
66;16
66;65
66;13
66;61
66;47
67;59
67;58
67;99
67;82
67;109
68;64
68;27
68;45
68;30
68;15
69;5
69;111
70;40
70;107
70;11
70;13
70;23
74;19
74;108
75;48
75;32
75;107
75;20
75;29
78;33
78;99
78;4
78;72
78;82
78;107
78;108
78;109
78;77
78;75
78;52
78;53
78;15
78;62
79;11
79;13
81;11
81;107
81;109
81;79
83;100
83;5
83;38
83;72
83;106
83;109
83;77
83;15
83;81
83;82
83;51
83;59
83;29
83;94
85;105
85;67
85;30
85;6
86;104
86;29
88;98
88;5
88;103
88;104
88;73
88;11
88;108
88;13
88;77
88;109
88;22
88;41
88;58
88;59
88;29
88;63
89;100
89;77
89;94
89;87
90;7
91;108
92;109
93;99
93;71
93;10
93;11
93;109
93;29
94;15
96;19
96;3
96;98
96;107
96;10
96;11
96;109
96;82
96;99
96;89
96;27
99;17
99;100
100;7
102;67
102;107
102;13
102;77
102;3
102;25
102;59
103;109
103;15
104;13
108;99
109;100
109;101
109;38
109;107
109;53
109;55
110;59
111;99
111;11
111;59
